sample_id,kind,modality,start_index,end_index_exclusive,delta_target_probability,delta_score
03,window,text,9,13,0.03270387649536133,-0.028137564659118652
03,window,text,13,17,0.0530429482460022,-0.02555994689464569
03,window,text,17,21,-0.059188276529312134,-0.19853655993938446
03,window,text,21,25,0.016013681888580322,-0.04629330337047577
03,window,text,25,29,-0.02593216300010681,-0.09353923797607422
03,window,text,29,33,0.007641434669494629,-0.03507791459560394
03,window,text,33,34,0.013686895370483398,0.016596287488937378
03,window,audio,1,5,0.009455204010009766,0.009156554937362671
03,window,audio,5,9,0.00610843300819397,0.007878050208091736
03,window,audio,9,13,0.002963930368423462,-0.019440367817878723
03,window,audio,13,17,0.012158066034317017,0.01000937819480896
03,window,audio,17,21,0.0008365213871002197,-0.005976080894470215
03,window,audio,21,25,-0.0010143518447875977,-0.014232128858566284
03,window,audio,25,29,0.001387178897857666,-0.011854231357574463
03,window,audio,29,33,0.004160106182098389,-0.013768196105957031
03,window,audio,33,34,-0.00048676133155822754,-0.007558420300483704
03,window,vision,1,5,-0.011029064655303955,-0.01637028157711029
03,window,vision,5,9,-0.009550005197525024,-0.014766111969947815
03,window,vision,9,13,-0.009048521518707275,-0.008793026208877563
03,window,vision,13,17,-0.0030462443828582764,0.0016612410545349121
03,window,vision,17,21,-0.010246843099594116,-0.02159099280834198
03,window,vision,21,25,-0.0022074878215789795,-0.01295483112335205
03,window,vision,25,29,-0.006539285182952881,-0.011501431465148926
03,window,vision,29,33,-0.005379378795623779,-0.011201560497283936
03,window,vision,33,34,-0.0006806254386901855,-0.005957692861557007
04,modality,text,-1,-1,0.5939339399337769,-1.0805535316467285
04,modality,audio,-1,-1,-0.14432334899902344,0.4103454351425171
04,modality,vision,-1,-1,-0.11165428161621094,0.5862908363342285
04,window,text,1,5,-0.015140533447265625,0.11916840076446533
04,window,text,5,9,-0.029640793800354004,0.04366341233253479
04,window,text,9,13,0.12992775440216064,-0.1297828108072281
04,window,text,13,17,0.05374115705490112,-0.030818849802017212
04,window,text,17,21,-0.03762608766555786,0.10083261132240295
04,window,text,21,25,0.5503475666046143,-0.994992733001709
04,window,text,25,27,0.4740285873413086,-0.7645209431648254
04,window,audio,1,5,0.0028163790702819824,-0.0038210153579711914
04,window,audio,5,9,-0.012175023555755615,0.0075005292892456055
04,window,audio,9,13,-0.0028272271156311035,0.008003368973731995
04,window,audio,13,17,-0.03438645601272583,0.09219107031822205
04,window,audio,17,21,-0.031482160091400146,0.05598154664039612
04,window,audio,21,25,-0.01380908489227295,0.035287559032440186
04,window,audio,25,27,-0.06033533811569214,0.1573028564453125
04,window,vision,1,5,-0.00843513011932373,0.010706499218940735
04,window,vision,5,9,-0.019687950611114502,0.02625495195388794
04,window,vision,9,13,0.011716127395629883,0.006302863359451294
04,window,vision,13,17,-0.043353915214538574,0.1491100788116455
04,window,vision,17,21,-0.01624995470046997,0.033538818359375
04,window,vision,21,25,0.007324397563934326,0.01175430417060852
04,window,vision,25,27,-0.016379475593566895,0.06198874115943909
05,modality,text,-1,-1,0.20006954669952393,0.3965298533439636
05,modality,audio,-1,-1,-0.05381661653518677,-0.11783510446548462
05,modality,vision,-1,-1,0.31290873885154724,0.46848130226135254
05,window,text,1,5,0.09410881996154785,0.15084463357925415
05,window,text,5,9,0.038819849491119385,0.12500256299972534
05,window,text,9,13,0.011605560779571533,0.060808539390563965
05,window,text,13,16,-0.01693016290664673,-0.007663309574127197
05,window,audio,1,5,-0.05236208438873291,-0.1381872296333313
05,window,audio,5,9,0.00441586971282959,0.022778034210205078
05,window,audio,9,13,-0.004437863826751709,0.0028832554817199707
05,window,audio,13,16,-0.0033066868782043457,-0.0035419464111328125
05,window,vision,1,5,0.1452980637550354,0.27414268255233765
05,window,vision,5,9,0.07139617204666138,0.11485892534255981
05,window,vision,9,13,-0.0016856193542480469,-0.006200253963470459
05,window,vision,13,16,-0.00534290075302124,-0.021888792514801025
06,modality,text,-1,-1,0.3894355297088623,0.48350954055786133
06,modality,audio,-1,-1,-0.022776901721954346,0.001911252737045288
06,modality,vision,-1,-1,-0.001592099666595459,-0.04210343956947327
06,window,text,1,5,-0.027640342712402344,-0.0894676148891449
06,window,text,5,9,0.12316310405731201,0.13746696710586548
06,window,text,9,13,-0.0003313422203063965,-0.010872691869735718
06,window,text,13,17,0.03650015592575073,0.004276961088180542
06,window,text,17,21,-0.059942781925201416,-0.1513555347919464
06,window,text,21,25,0.1231476366519928,0.19437912106513977
06,window,text,25,29,0.007726311683654785,-0.026068389415740967
06,window,text,29,33,0.012889564037322998,0.00150337815284729
06,window,text,33,36,-0.05523759126663208,-0.05447617173194885
06,window,audio,1,5,-0.00013822317123413086,0.002061218023300171
06,window,audio,5,9,-0.00026476383209228516,0.0022011995315551758
06,window,audio,9,13,-0.0008041858673095703,0.00395241379737854
06,window,audio,13,17,-0.000672459602355957,-0.001614689826965332
06,window,audio,17,21,-0.0031120777130126953,0.0017876923084259033
06,window,audio,21,25,0.0023526549339294434,-7.69197940826416e-05
06,window,audio,25,29,-0.007731497287750244,-0.004101961851119995
06,window,audio,29,33,-0.00813448429107666,-0.0033866465091705322
06,window,audio,33,36,-0.0032812952995300293,0.002538353204727173
06,window,vision,1,5,-0.004130721092224121,-0.009702295064926147
06,window,vision,5,9,-0.0024570226669311523,-0.004616886377334595
06,window,vision,9,13,-0.00978708267211914,-0.020504266023635864
06,window,vision,13,17,-0.003576815128326416,-0.00846901535987854
06,window,vision,17,21,0.002004861831665039,0.0035940706729888916
06,window,vision,21,25,0.0005573034286499023,-0.01067247986793518
06,window,vision,25,29,0.011742353439331055,0.007604748010635376
06,window,vision,29,33,0.0007032155990600586,-0.0028980374336242676
06,window,vision,33,36,0.001941978931427002,0.003595322370529175
07,modality,text,-1,-1,0.6227923035621643,1.0600603818893433
07,modality,audio,-1,-1,0.007621586322784424,0.07946515083312988
07,modality,vision,-1,-1,0.11118113994598389,0.22507953643798828
07,window,text,1,5,0.005414485931396484,0.06406688690185547
07,window,text,5,9,0.01643151044845581,0.05877876281738281
07,window,text,9,13,0.022587180137634277,0.09524130821228027
07,window,text,13,17,0.06329518556594849,0.13017535209655762
07,window,text,17,21,0.004111230373382568,-0.10191488265991211
07,window,text,21,25,0.1213151216506958,0.2840263247489929
07,window,text,25,29,0.034121692180633545,0.07906150817871094
07,window,text,29,33,-0.0013065338134765625,0.004309415817260742
07,window,text,33,37,-0.002499520778656006,0.007071375846862793
07,window,text,37,41,-0.0050234198570251465,0.004042267799377441
07,window,text,41,45,0.019269347190856934,0.05453300476074219
07,window,text,45,49,0.006271541118621826,0.027749180793762207
07,window,audio,1,5,0.0002446174621582031,0.00923311710357666
07,window,audio,5,9,0.0015582442283630371,0.0076361894607543945
07,window,audio,9,13,-0.00015181303024291992,0.0056552886962890625
07,window,audio,13,17,-0.0026993155479431152,-0.0030105113983154297
07,window,audio,17,21,-0.00616610050201416,-0.016696929931640625
07,window,audio,21,25,0.014381229877471924,0.057642221450805664
07,window,audio,25,29,0.001890718936920166,0.007168769836425781
